frame,rootIndex,task,thread,startMs,endMs,durationMs,fitCalls,fitMs,pointwiseCalls,pointwiseMs
4,38,receiver_stage/4,9,10.674982,11.568459,0.893477,7,0.456874,1,0.33619
4,47,receiver_stage/4,9,11.568569,11.680592,0.112023,4,0.080752,0,0.0
4,49,receiver_stage/4,9,11.680662,11.791915,0.111253,7,0.072311,0,0.0
4,51,receiver_stage/4,9,11.791995,11.95934,0.167345,7,0.112041,0,0.0
4,52,receiver_stage/4,9,11.9594,12.143336,0.183936,7,0.141844,0,0.0
4,56,receiver_stage/4,9,12.143466,12.64271,0.499244,7,0.433712,0,0.0
4,62,receiver_stage/4,9,12.643021,12.755254,0.112233,7,0.069281,0,0.0
4,64,receiver_stage/4,9,12.755314,12.982601,0.227287,7,0.188985,0,0.0
4,70,receiver_stage/4,9,12.983261,13.47234,0.489079,7,0.424427,0,0.0
4,79,receiver_stage/4,9,13.47243,13.632665,0.160235,7,0.107323,0,0.0
4,82,receiver_stage/4,9,13.632785,13.761259,0.128474,7,0.078623,0,0.0
4,89,receiver_stage/4,9,13.761379,14.46985,0.708471,7,0.519456,1,0.125394
4,99,receiver_stage/4,9,14.46988,14.901562,0.431682,7,0.384961,0,0.0
